Country,Region,Happiness Rank,Happiness Score,Standard Error,Family,Freedom,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,country,happiness_rank,happiness_score,GDP,life_expectancy,freedom,generosity,government_corruption,dystopia_residual,family
,,,,,,,0.098,,2018,,,,,Saudi Arabia,33.0,6.371,1.379,0.633,0.509,0.098,0.127,,1.331
,,,,,,,0.261,,2018,,,,,Singapore,34.0,6.343,1.529,1.008,0.631,0.261,0.457,,1.451
,,,,,,,0.311,,2018,,,,,Malaysia,35.0,6.322,1.161,0.669,0.356,0.311,0.059,,1.258
,,,,,,,0.142,,2018,,,,,Spain,36.0,6.31,1.251,0.965,0.449,0.142,0.074,,1.538
,,,,,,,0.099,,2018,,,,,Colombia,37.0,6.26,0.96,0.635,0.531,0.099,0.039,,1.439
,,,,,,,0.171,,2018,,,,,Trinidad & Tobago,38.0,6.192,1.223,0.564,0.575,0.171,0.019,,1.492
,,,,,,,0.118,,2018,,,,,Slovakia,39.0,6.173,1.21,0.776,0.354,0.118,0.014,,1.537
,,,,,,,0.065,,2018,,,,,El Salvador,40.0,6.167,0.806,0.639,0.461,0.065,0.082,,1.231
,,,,,,,0.208,,2018,,,,,Nicaragua,41.0,6.141,0.668,0.7,0.527,0.208,0.128,,1.319
,,,,,,,0.108,,2018,,,,,Poland,42.0,6.123,1.176,0.781,0.546,0.108,0.064,,1.448
,,,,,,,0.243,,2018,,,,,Bahrain,43.0,6.105,1.338,0.698,0.594,0.243,0.123,,1.366
,,,,,,,0.328,,2018,,,,,Uzbekistan,44.0,6.096,0.719,0.605,0.724,0.328,0.259,,1.584
,,,,,,,0.167,,2018,,,,,Kuwait,45.0,6.083,1.474,0.675,0.554,0.167,0.106,,1.301
,,,,,,,0.364,,2018,,,,,Thailand,46.0,6.072,1.016,0.707,0.637,0.364,0.029,,1.417
,,,,,,,0.137,,2018,,,,,Italy,47.0,6.0,1.264,0.946,0.281,0.137,0.028,,1.501
,,,,,,,0.114,,2018,,,,,Ecuador,48.0,5.973,0.889,0.736,0.556,0.114,0.12,,1.33
,,,,,,,0.183,,2018,,,,,Belize,49.0,5.956,0.807,0.474,0.593,0.183,0.089,,1.101
,,,,,,,0.026,,2018,,,,,Lithuania,50.0,5.952,1.197,0.716,0.35,0.026,0.006,,1.527
,,,,,,,0.16,,2018,,,,,Slovenia,51.0,5.948,1.219,0.856,0.633,0.16,0.051,,1.506
,,,,,,,0.088,,2018,,,,,Romania,52.0,5.945,1.116,0.726,0.528,0.088,0.001,,1.219
,,,,,,,0.092,,2018,,,,,Latvia,53.0,5.933,1.148,0.671,0.363,0.092,0.066,,1.454
,,,,,,,0.079,,2018,,,,,Japan,54.0,5.915,1.294,0.988,0.553,0.079,0.15,,1.462
,,,,,,,0.245,,2018,,,,,Mauritius,55.0,5.891,1.09,0.684,0.584,0.245,0.05,,1.387
,,,,,,,0.096,,2018,,,,,Jamaica,56.0,5.89,0.819,0.693,0.575,0.096,0.031,,1.493
,,,,,,,0.175,,2018,,,,,South Korea,57.0,5.875,1.266,0.955,0.244,0.175,0.051,,1.204
,,,,,,,0.179,,2018,,,,,Northern Cyprus,58.0,5.835,1.229,0.909,0.495,0.179,0.154,,1.211
,,,,,,,0.065,,2018,,,,,Russia,59.0,5.81,1.151,0.599,0.399,0.065,0.025,,1.479
,,,,,,,0.148,,2018,,,,,Kazakhstan,60.0,5.79,1.143,0.631,0.454,0.148,0.121,,1.516
,,,,,,,0.202,,2018,,,,,Cyprus,61.0,5.762,1.229,0.909,0.423,0.202,0.035,,1.191
,,,,,,,0.141,,2018,,,,,Bolivia,62.0,5.752,0.751,0.508,0.606,0.141,0.054,,1.223
,,,,,,,0.086,,2018,,,,,Estonia,63.0,5.739,1.2,0.737,0.553,0.086,0.174,,1.532
,,,,,,,0.162,,2018,,,,,Paraguay,64.0,5.681,0.835,0.615,0.541,0.162,0.074,,1.522
,,,,,,,0.092,,2018,,,,,Peru,65.0,5.663,0.934,0.674,0.53,0.092,0.034,,1.249
,,,,,,,0.274,,2018,,,,,Kosovo,66.0,5.662,0.855,0.578,0.448,0.274,0.023,,1.23
,,,,,,,0.171,,2018,,,,,Moldova,67.0,5.64,0.657,0.62,0.232,0.171,0.0,,1.301
,,,,,,,0.199,,2018,,,,,Turkmenistan,68.0,5.636,1.016,0.517,0.417,0.199,0.037,,1.533
,,,,,,,0.061,,2018,,,,,Hungary,69.0,5.62,1.171,0.732,0.259,0.061,0.022,,1.401
,,,,,,,0.116,,2018,,,,,Libya,70.0,5.566,0.985,0.553,0.496,0.116,0.148,,1.35
,,,,,,,0.12,,2018,,,,,Philippines,71.0,5.524,0.775,0.513,0.643,0.12,0.105,,1.312
,,,,,,,0.197,,2018,,,,,Honduras,72.0,5.504,0.62,0.622,0.459,0.197,0.074,,1.205
,,,,,,,0.101,,2018,,,,,Belarus,73.0,5.483,1.039,0.7,0.307,0.101,0.154,,1.498
,,,,,,,0.106,,2018,,,,,Turkey,74.0,5.483,1.148,0.686,0.324,0.106,0.109,,1.38
,,,,,,,0.216,,2018,,,,,Pakistan,75.0,5.472,0.652,0.424,0.334,0.216,0.113,,0.81
,,,,,,,0.246,,2018,,,,,Hong Kong,76.0,5.43,1.405,1.03,0.524,0.246,0.291,,1.29
,,,,,,,0.055,,2018,,,,,Portugal,77.0,5.41,1.188,0.884,0.562,0.055,0.017,,1.429
,,,,,,,0.134,,2018,,,,,Serbia,78.0,5.398,0.975,0.685,0.288,0.134,0.043,,1.369
,,,,,,,0.0,,2018,,,,,Greece,79.0,5.358,1.154,0.879,0.131,0.0,0.044,,1.202
,,,,,,,0.214,,2018,,,,,Lebanon,80.0,5.358,0.965,0.785,0.503,0.214,0.136,,1.179
,,,,,,,0.111,,2018,,,,,Montenegro,81.0,5.347,1.017,0.729,0.259,0.111,0.081,,1.279
,,,,,,,0.12,,2018,,,,,Croatia,82.0,5.321,1.115,0.737,0.38,0.12,0.039,,1.161
,,,,,,,0.12,,2018,,,,,Dominican Republic,83.0,5.302,0.982,0.614,0.578,0.12,0.106,,1.441
,,,,,,,0.055,,2018,,,,,Algeria,84.0,5.295,0.979,0.687,0.077,0.055,0.135,,1.154
,,,,,,,0.026,,2018,,,,,Morocco,85.0,5.254,0.779,0.669,0.46,0.026,0.074,,0.797
,,,,,,,0.029,,2018,,,,,China,86.0,5.246,0.989,0.799,0.597,0.029,0.103,,1.142
,,,,,,,0.031,,2018,,,,,Azerbaijan,87.0,5.201,1.024,0.603,0.43,0.031,0.176,,1.161
,,,,,,,0.187,,2018,,,,,Tajikistan,88.0,5.199,0.474,0.598,0.292,0.187,0.034,,1.166
,,,,,,,0.173,,2018,,,,,Macedonia,89.0,5.185,0.959,0.691,0.394,0.173,0.052,,1.239
,,,,,,,0.13,,2018,,,,,Jordan,90.0,5.161,0.822,0.645,0.468,0.13,0.134,,1.265
,,,,,,,0.201,,2018,,,,,Nigeria,91.0,5.155,0.689,0.048,0.462,0.201,0.032,,1.172
,,,,,,,0.281,,2018,,,,,Kyrgyzstan,92.0,5.131,0.53,0.594,0.54,0.281,0.035,,1.416
,,,,,,,0.216,,2018,,,,,Bosnia and Herzegovina,93.0,5.129,0.915,0.758,0.28,0.216,0.0,,1.078
,,,,,,,0.253,,2018,,,,,Mongolia,94.0,5.125,0.914,0.575,0.395,0.253,0.032,,1.517
,,,,,,,0.177,,2018,,,,,Vietnam,95.0,5.103,0.715,0.702,0.618,0.177,0.079,,1.365
,,,,,,,0.484,,2018,,,,,Indonesia,96.0,5.093,0.899,0.522,0.538,0.484,0.018,,1.215
,,,,,,,0.364,,2018,,,,,Bhutan,97.0,5.082,0.796,0.527,0.541,0.364,0.171,,1.335
,,,,,,,0.238,,2018,,,,,Somalia,98.0,4.982,0.0,0.115,0.674,0.238,0.282,,0.712
,,,,,,,0.183,,2018,,,,,Cameroon,99.0,4.975,0.535,0.182,0.454,0.183,0.043,,0.891
,,,,,,,0.064,,2018,,,,,Bulgaria,100.0,4.933,1.054,0.712,0.359,0.064,0.009,,1.515
,,,,,,,0.302,,2018,,,,,Nepal,101.0,4.88,0.425,0.539,0.526,0.302,0.078,,1.228
,,,,,,,0.056,,2018,,,,,Venezuela,102.0,4.806,0.996,0.657,0.133,0.056,0.052,,1.469
,,,,,,,0.032,,2018,,,,,Gabon,103.0,4.758,1.036,0.404,0.356,0.032,0.052,,1.164
,,,,,,,0.086,,2018,,,,,Palestinian Territories,104.0,4.743,0.642,0.602,0.266,0.086,0.076,,1.217
,,,,,,,0.103,,2018,,,,,South Africa,105.0,4.724,0.94,0.33,0.516,0.103,0.056,,1.41
,,,,,,,0.282,,2018,,,,,Iran,106.0,4.707,1.059,0.691,0.459,0.282,0.129,,0.771
,,,,,,,0.146,,2018,,,,,Ivory Coast,107.0,4.671,0.541,0.08,0.467,0.146,0.103,,0.872
,,,,,,,0.212,,2018,,,,,Ghana,108.0,4.657,0.592,0.337,0.499,0.212,0.029,,0.896
,,,,,,,0.138,,2018,,,,,Senegal,109.0,4.631,0.429,0.433,0.406,0.138,0.082,,1.117
,,,,,,,0.23,,2018,,,,,Laos,110.0,4.623,0.72,0.441,0.626,0.23,0.174,,1.034
,,,,,,,0.04,,2018,,,,,Tunisia,111.0,4.592,0.9,0.69,0.271,0.04,0.063,,0.906
,,,,,,,0.149,,2018,,,,,Albania,112.0,4.586,0.916,0.79,0.419,0.149,0.032,,0.817
,,,,,,,0.238,,2018,,,,,Sierra Leone,113.0,4.571,0.256,0.0,0.355,0.238,0.053,,0.813
,,,,,,,0.091,,2018,,,,,Congo (Brazzaville),114.0,4.559,0.682,0.343,0.514,0.091,0.077,,0.811
,,,,,,,0.153,,2018,,,,,Bangladesh,115.0,4.5,0.532,0.579,0.58,0.153,0.144,,0.85
,,,,,,,0.307,,2018,,,,,Sri Lanka,116.0,4.471,0.918,0.672,0.585,0.307,0.05,,1.314
,,,,,,,0.148,,2018,,,,,Iraq,117.0,4.456,1.01,0.536,0.304,0.148,0.095,,0.971
,,,,,,,0.139,,2018,,,,,Mali,118.0,4.447,0.37,0.152,0.367,0.139,0.056,,1.233
,,,,,,,0.051,,2018,,,,,Namibia,119.0,4.441,0.874,0.365,0.519,0.051,0.064,,1.281
,,,,,,,0.256,,2018,,,,,Cambodia,120.0,4.433,0.549,0.457,0.696,0.256,0.065,,1.088
,,,,,,,0.175,,2018,,,,,Burkina Faso,121.0,4.424,0.314,0.254,0.312,0.175,0.128,,1.097
,,,,,,,0.092,,2018,,,,,Egypt,122.0,4.419,0.885,0.553,0.312,0.092,0.107,,1.025
,,,,,,,0.206,,2018,,,,,Mozambique,123.0,4.417,0.198,0.173,0.531,0.206,0.158,,0.902
,,,,,,,0.352,,2018,,,,,Kenya,124.0,4.41,0.493,0.454,0.504,0.352,0.055,,1.048
,,,,,,,0.221,,2018,,,,,Zambia,125.0,4.377,0.562,0.295,0.503,0.221,0.082,,1.047
,,,,,,,0.134,,2018,,,,,Mauritania,126.0,4.356,0.557,0.292,0.129,0.134,0.093,,1.245
,,,,,,,0.22,,2018,,,,,Ethiopia,127.0,4.35,0.308,0.391,0.452,0.22,0.146,,0.95
,,,,,,,0.038,,2018,,,,,Georgia,128.0,4.34,0.853,0.643,0.375,0.038,0.215,,0.592
,,,,,,,0.077,,2018,,,,,Armenia,129.0,4.321,0.816,0.666,0.26,0.077,0.028,,0.99
,,,,,,,0.598,,2018,,,,,Myanmar,130.0,4.308,0.682,0.429,0.58,0.598,0.178,,1.174
,,,,,,,0.181,,2018,,,,,Chad,131.0,4.301,0.358,0.053,0.189,0.181,0.06,,0.907
,,,,,,,0.197,,2018,,,,,Congo (Kinshasa),132.0,4.245,0.069,0.204,0.312,0.197,0.052,,1.136
,,,,,,,0.172,,2018,,,,,India,133.0,4.19,0.721,0.485,0.539,0.172,0.093,,0.747
,,,,,,,0.175,,2018,,,,,Niger,134.0,4.166,0.131,0.221,0.39,0.175,0.099,,0.867
,,,,,,,0.259,,2018,,,,,Uganda,135.0,4.161,0.322,0.237,0.45,0.259,0.061,,1.09
,,,,,,,0.163,,2018,,,,,Benin,136.0,4.141,0.378,0.24,0.44,0.163,0.067,,0.372
,,,,,,,0.134,,2018,,,,,Sudan,137.0,4.139,0.605,0.312,0.016,0.134,0.082,,1.24
,,,,,,,0.187,,2018,,,,,Ukraine,138.0,4.103,0.793,0.609,0.163,0.187,0.011,,1.413
,,,,,,,0.158,,2018,,,,,Togo,139.0,3.999,0.259,0.253,0.434,0.158,0.101,,0.474
,,,,,,,0.185,,2018,,,,,Guinea,140.0,3.964,0.344,0.211,0.394,0.185,0.094,,0.792
,,,,,,,0.116,,2018,,,,,Lesotho,141.0,3.808,0.472,0.079,0.423,0.116,0.112,,1.215
,,,,,,,0.079,,2018,,,,,Angola,142.0,3.795,0.73,0.269,0.0,0.079,0.061,,1.125
,,,,,,,0.155,,2018,,,,,Madagascar,143.0,3.774,0.262,0.402,0.221,0.155,0.049,,0.908
,,,,,,,0.132,,2018,,,,,Zimbabwe,144.0,3.692,0.357,0.248,0.406,0.132,0.099,,1.094
,,,,,,,0.191,,2018,,,,,Afghanistan,145.0,3.632,0.332,0.255,0.085,0.191,0.036,,0.537
,,,,,,,0.042,,2018,,,,,Botswana,146.0,3.59,1.017,0.417,0.557,0.042,0.092,,1.174
,,,,,,,0.21,,2018,,,,,Malawi,147.0,3.587,0.186,0.306,0.531,0.21,0.08,,0.541
,,,,,,,0.392,,2018,,,,,Haiti,148.0,3.582,0.315,0.289,0.025,0.392,0.104,,0.714
,,,,,,,0.206,,2018,,,,,Liberia,149.0,3.495,0.076,0.267,0.419,0.206,0.03,,0.858
,,,,,,,0.376,,2018,,,,,Syria,150.0,3.462,0.689,0.539,0.088,0.376,0.144,,0.382
,,,,,,,0.2,,2018,,,,,Rwanda,151.0,3.408,0.332,0.4,0.636,0.2,0.444,,0.896
,,,,,,,0.083,,2018,,,,,Yemen,152.0,3.355,0.442,0.343,0.244,0.083,0.064,,1.073
,,,,,,,0.27,,2018,,,,,Tanzania,153.0,3.303,0.455,0.381,0.481,0.27,0.097,,0.991
,,,,,,,0.224,,2018,,,,,South Sudan,154.0,3.254,0.337,0.177,0.112,0.224,0.106,,0.608
,,,,,,,0.218,,2018,,,,,Central African Republic,155.0,3.083,0.024,0.01,0.305,0.218,0.038,,0.0
,,,,,,,0.149,,2018,,,,,Burundi,156.0,2.905,0.091,0.145,0.065,0.149,0.076,,0.627
,,,,,,,0.153,,2019,,,,,Finland,1.0,7.769,1.34,0.986,0.596,0.153,0.393,,1.587
,,,,,,,0.252,,2019,,,,,Denmark,2.0,7.6,1.383,0.996,0.592,0.252,0.41,,1.573
,,,,,,,0.271,,2019,,,,,Norway,3.0,7.554,1.488,1.028,0.603,0.271,0.341,,1.582
,,,,,,,0.354,,2019,,,,,Iceland,4.0,7.494,1.38,1.026,0.591,0.354,0.118,,1.624
,,,,,,,0.322,,2019,,,,,Netherlands,5.0,7.488,1.396,0.999,0.557,0.322,0.298,,1.522
,,,,,,,0.263,,2019,,,,,Switzerland,6.0,7.48,1.452,1.052,0.572,0.263,0.343,,1.526
,,,,,,,0.267,,2019,,,,,Sweden,7.0,7.343,1.387,1.009,0.574,0.267,0.373,,1.487
,,,,,,,0.33,,2019,,,,,New Zealand,8.0,7.307,1.303,1.026,0.585,0.33,0.38,,1.557
,,,,,,,0.285,,2019,,,,,Canada,9.0,7.278,1.365,1.039,0.584,0.285,0.308,,1.505
,,,,,,,0.244,,2019,,,,,Austria,10.0,7.246,1.376,1.016,0.532,0.244,0.226,,1.475
,,,,,,,0.332,,2019,,,,,Australia,11.0,7.228,1.372,1.036,0.557,0.332,0.29,,1.548
,,,,,,,0.144,,2019,,,,,Costa Rica,12.0,7.167,1.034,0.963,0.558,0.144,0.093,,1.441
,,,,,,,0.261,,2019,,,,,Israel,13.0,7.139,1.276,1.029,0.371,0.261,0.082,,1.455
,,,,,,,0.194,,2019,,,,,Luxembourg,14.0,7.09,1.609,1.012,0.526,0.194,0.316,,1.479
,,,,,,,0.348,,2019,,,,,United Kingdom,15.0,7.054,1.333,0.996,0.45,0.348,0.278,,1.538
,,,,,,,0.298,,2019,,,,,Ireland,16.0,7.021,1.499,0.999,0.516,0.298,0.31,,1.553
,,,,,,,0.261,,2019,,,,,Germany,17.0,6.985,1.373,0.987,0.495,0.261,0.265,,1.454
,,,,,,,0.16,,2019,,,,,Belgium,18.0,6.923,1.356,0.986,0.473,0.16,0.21,,1.504
,,,,,,,0.28,,2019,,,,,United States,19.0,6.892,1.433,0.874,0.454,0.28,0.128,,1.457
,,,,,,,0.046,,2019,,,,,Czech Republic,20.0,6.852,1.269,0.92,0.457,0.046,0.036,,1.487
,,,,,,,0.262,,2019,,,,,United Arab Emirates,21.0,6.825,1.503,0.825,0.598,0.262,0.182,,1.31
,,,,,,,0.375,,2019,,,,,Malta,22.0,6.726,1.3,0.999,0.564,0.375,0.151,,1.52
,,,,,,,0.074,,2019,,,,,Mexico,23.0,6.595,1.07,0.861,0.433,0.074,0.073,,1.323
,,,,,,,0.111,,2019,,,,,France,24.0,6.592,1.324,1.045,0.436,0.111,0.183,,1.472
,,,,,,,0.242,,2019,,,,,Taiwan,25.0,6.446,1.368,0.914,0.351,0.242,0.097,,1.43
,,,,,,,0.187,,2019,,,,,Chile,26.0,6.444,1.159,0.92,0.357,0.187,0.056,,1.369
,,,,,,,0.175,,2019,,,,,Guatemala,27.0,6.436,0.8,0.746,0.535,0.175,0.078,,1.269
,,,,,,,0.08,,2019,,,,,Saudi Arabia,28.0,6.375,1.403,0.795,0.439,0.08,0.132,,1.357
,,,,,,,0.22,,2019,,,,,Qatar,29.0,6.374,1.684,0.871,0.555,0.22,0.167,,1.313
,,,,,,,0.153,,2019,,,,,Spain,30.0,6.354,1.286,1.062,0.362,0.153,0.079,,1.484
,,,,,,,0.109,,2019,,,,,Panama,31.0,6.321,1.149,0.91,0.516,0.109,0.054,,1.442
,,,,,,,0.099,,2019,,,,,Brazil,32.0,6.3,1.004,0.802,0.39,0.099,0.086,,1.439
,,,,,,,0.127,,2019,,,,,Uruguay,33.0,6.293,1.124,0.891,0.523,0.127,0.15,,1.465
,,,,,,,0.271,,2019,,,,,Singapore,34.0,6.262,1.572,1.141,0.556,0.271,0.453,,1.463
,,,,,,,0.093,,2019,,,,,El Salvador,35.0,6.253,0.794,0.789,0.43,0.093,0.074,,1.242
,,,,,,,0.158,,2019,,,,,Italy,36.0,6.223,1.294,1.039,0.231,0.158,0.03,,1.488
,,,,,,,0.255,,2019,,,,,Bahrain,37.0,6.199,1.362,0.871,0.536,0.255,0.11,,1.368
,,,,,,,0.121,,2019,,,,,Slovakia,38.0,6.198,1.246,0.881,0.334,0.121,0.014,,1.504
,,,,,,,0.185,,2019,,,,,Trinidad & Tobago,39.0,6.192,1.231,0.713,0.489,0.185,0.016,,1.477
,,,,,,,0.117,,2019,,,,,Poland,40.0,6.182,1.206,0.884,0.483,0.117,0.05,,1.438
,,,,,,,0.322,,2019,,,,,Uzbekistan,41.0,6.174,0.745,0.756,0.631,0.322,0.24,,1.529
,,,,,,,0.043,,2019,,,,,Lithuania,42.0,6.149,1.238,0.818,0.291,0.043,0.042,,1.515
,,,,,,,0.099,,2019,,,,,Colombia,43.0,6.125,0.985,0.841,0.47,0.099,0.034,,1.41
,,,,,,,0.144,,2019,,,,,Slovenia,44.0,6.118,1.258,0.953,0.564,0.144,0.057,,1.523
,,,,,,,0.2,,2019,,,,,Nicaragua,45.0,6.105,0.694,0.835,0.435,0.2,0.127,,1.325
,,,,,,,0.262,,2019,,,,,Kosovo,46.0,6.1,0.882,0.758,0.489,0.262,0.006,,1.232
,,,,,,,0.066,,2019,,,,,Argentina,47.0,6.086,1.092,0.881,0.471,0.066,0.05,,1.432
,,,,,,,0.083,,2019,,,,,Romania,48.0,6.07,1.162,0.825,0.462,0.083,0.005,,1.232
,,,,,,,0.19,,2019,,,,,Cyprus,49.0,6.046,1.263,1.042,0.406,0.19,0.041,,1.223
,,,,,,,0.126,,2019,,,,,Ecuador,50.0,6.028,0.912,0.868,0.498,0.126,0.087,,1.312
,,,,,,,0.142,,2019,,,,,Kuwait,51.0,6.021,1.5,0.808,0.493,0.142,0.097,,1.319
,,,,,,,0.359,,2019,,,,,Thailand,52.0,6.008,1.05,0.828,0.557,0.359,0.028,,1.409
,,,,,,,0.075,,2019,,,,,Latvia,53.0,5.94,1.187,0.812,0.264,0.075,0.064,,1.465
,,,,,,,0.175,,2019,,,,,South Korea,54.0,5.895,1.301,1.036,0.159,0.175,0.056,,1.219
,,,,,,,0.103,,2019,,,,,Estonia,55.0,5.893,1.237,0.874,0.495,0.103,0.161,,1.528
,,,,,,,0.107,,2019,,,,,Jamaica,56.0,5.89,0.831,0.831,0.49,0.107,0.028,,1.478
,,,,,,,0.215,,2019,,,,,Mauritius,57.0,5.888,1.12,0.798,0.498,0.215,0.06,,1.402
,,,,,,,0.069,,2019,,,,,Japan,58.0,5.886,1.327,1.088,0.445,0.069,0.14,,1.419
,,,,,,,0.246,,2019,,,,,Honduras,59.0,5.86,0.642,0.828,0.507,0.246,0.078,,1.236
,,,,,,,0.146,,2019,,,,,Kazakhstan,60.0,5.809,1.173,0.729,0.41,0.146,0.096,,1.508
,,,,,,,0.137,,2019,,,,,Bolivia,61.0,5.779,0.776,0.706,0.511,0.137,0.064,,1.209
,,,,,,,0.081,,2019,,,,,Hungary,62.0,5.758,1.201,0.828,0.199,0.081,0.02,,1.41
,,,,,,,0.184,,2019,,,,,Paraguay,63.0,5.743,0.855,0.777,0.514,0.184,0.08,,1.475
,,,,,,,0.191,,2019,,,,,Northern Cyprus,64.0,5.718,1.263,1.042,0.417,0.191,0.162,,1.252
,,,,,,,0.083,,2019,,,,,Peru,65.0,5.697,0.96,0.854,0.455,0.083,0.027,,1.274
,,,,,,,0.047,,2019,,,,,Portugal,66.0,5.693,1.221,0.999,0.508,0.047,0.025,,1.431
,,,,,,,0.22,,2019,,,,,Pakistan,67.0,5.653,0.677,0.535,0.313,0.22,0.098,,0.886
,,,,,,,0.082,,2019,,,,,Russia,68.0,5.648,1.183,0.726,0.334,0.082,0.031,,1.452
,,,,,,,0.117,,2019,,,,,Philippines,69.0,5.631,0.807,0.657,0.558,0.117,0.107,,1.293
,,,,,,,0.137,,2019,,,,,Serbia,70.0,5.603,1.004,0.854,0.282,0.137,0.039,,1.383
,,,,,,,0.181,,2019,,,,,Moldova,71.0,5.529,0.685,0.739,0.245,0.181,0.0,,1.328
,,,,,,,0.133,,2019,,,,,Libya,72.0,5.525,1.044,0.673,0.416,0.133,0.152,,1.303
,,,,,,,0.142,,2019,,,,,Montenegro,73.0,5.523,1.051,0.871,0.197,0.142,0.08,,1.361
,,,,,,,0.23,,2019,,,,,Tajikistan,74.0,5.467,0.493,0.718,0.389,0.23,0.144,,1.098
,,,,,,,0.119,,2019,,,,,Croatia,75.0,5.432,1.155,0.914,0.296,0.119,0.022,,1.266
,,,,,,,0.258,,2019,,,,,Hong Kong,76.0,5.43,1.438,1.122,0.44,0.258,0.287,,1.277
,,,,,,,0.113,,2019,,,,,Dominican Republic,77.0,5.425,1.015,0.779,0.497,0.113,0.101,,1.401
,,,,,,,0.263,,2019,,,,,Bosnia and Herzegovina,78.0,5.386,0.945,0.845,0.212,0.263,0.006,,1.212
,,,,,,,0.083,,2019,,,,,Turkey,79.0,5.373,1.183,0.808,0.195,0.083,0.106,,1.36
,,,,,,,0.26,,2019,,,,,Malaysia,80.0,5.339,1.221,0.828,0.508,0.26,0.024,,1.171
,,,,,,,0.094,,2019,,,,,Belarus,81.0,5.323,1.067,0.789,0.235,0.094,0.142,,1.465
,,,,,,,0.0,,2019,,,,,Greece,82.0,5.287,1.181,0.999,0.067,0.0,0.034,,1.156
,,,,,,,0.235,,2019,,,,,Mongolia,83.0,5.285,0.948,0.667,0.317,0.235,0.038,,1.531
,,,,,,,0.185,,2019,,,,,North Macedonia,84.0,5.274,0.983,0.838,0.345,0.185,0.034,,1.294
,,,,,,,0.215,,2019,,,,,Nigeria,85.0,5.265,0.696,0.245,0.426,0.215,0.041,,1.111
,,,,,,,0.3,,2019,,,,,Kyrgyzstan,86.0,5.261,0.551,0.723,0.508,0.3,0.023,,1.438
,,,,,,,0.244,,2019,,,,,Turkmenistan,87.0,5.247,1.052,0.657,0.394,0.244,0.028,,1.538
,,,,,,,0.073,,2019,,,,,Algeria,88.0,5.211,1.002,0.785,0.086,0.073,0.114,,1.16
,,,,,,,0.036,,2019,,,,,Morocco,89.0,5.208,0.801,0.782,0.418,0.036,0.076,,0.782
,,,,,,,0.035,,2019,,,,,Azerbaijan,90.0,5.208,1.043,0.769,0.351,0.035,0.182,,1.147
,,,,,,,0.166,,2019,,,,,Lebanon,91.0,5.197,0.987,0.815,0.216,0.166,0.027,,1.224
,,,,,,,0.498,,2019,,,,,Indonesia,92.0,5.192,0.931,0.66,0.491,0.498,0.028,,1.203
,,,,,,,0.058,,2019,,,,,China,93.0,5.191,1.029,0.893,0.521,0.058,0.1,,1.125
,,,,,,,0.147,,2019,,,,,Vietnam,94.0,5.175,0.741,0.851,0.543,0.147,0.073,,1.346
,,,,,,,0.37,,2019,,,,,Bhutan,95.0,5.082,0.813,0.604,0.457,0.37,0.167,,1.321
,,,,,,,0.187,,2019,,,,,Cameroon,96.0,5.044,0.549,0.331,0.381,0.187,0.037,,0.91
,,,,,,,0.081,,2019,,,,,Bulgaria,97.0,5.011,1.092,0.815,0.311,0.081,0.004,,1.513
,,,,,,,0.245,,2019,,,,,Ghana,98.0,4.996,0.611,0.486,0.381,0.245,0.04,,0.868
,,,,,,,0.154,,2019,,,,,Ivory Coast,99.0,4.944,0.569,0.232,0.352,0.154,0.09,,0.808
,,,,,,,0.285,,2019,,,,,Nepal,100.0,4.913,0.446,0.677,0.439,0.285,0.089,,1.226
,,,,,,,0.11,,2019,,,,,Jordan,101.0,4.906,0.837,0.815,0.383,0.11,0.13,,1.225
,,,,,,,0.175,,2019,,,,,Benin,102.0,4.883,0.393,0.397,0.349,0.175,0.082,,0.437
,,,,,,,0.105,,2019,,,,,Congo (Brazzaville),103.0,4.812,0.673,0.508,0.372,0.105,0.093,,0.799
,,,,,,,0.043,,2019,,,,,Gabon,104.0,4.799,1.057,0.571,0.295,0.043,0.055,,1.183
,,,,,,,0.266,,2019,,,,,Laos,105.0,4.796,0.764,0.551,0.547,0.266,0.164,,1.03
,,,,,,,0.13,,2019,,,,,South Africa,106.0,4.722,0.96,0.469,0.389,0.13,0.055,,1.351
,,,,,,,0.178,,2019,,,,,Albania,107.0,4.719,0.947,0.874,0.383,0.178,0.027,,0.848
,,,,,,,0.064,,2019,,,,,Venezuela,108.0,4.707,0.96,0.805,0.154,0.064,0.047,,1.427
,,,,,,,0.232,,2019,,,,,Cambodia,109.0,4.7,0.574,0.637,0.609,0.232,0.062,,1.122
,,,,,,,0.103,,2019,,,,,Palestinian Territories,110.0,4.696,0.657,0.672,0.225,0.103,0.066,,1.247
,,,,,,,0.153,,2019,,,,,Senegal,111.0,4.681,0.45,0.571,0.292,0.153,0.072,,1.134
,,,,,,,0.243,,2019,,,,,Somalia,112.0,4.668,0.0,0.268,0.559,0.243,0.27,,0.698
,,,,,,,0.07,,2019,,,,,Namibia,113.0,4.639,0.879,0.477,0.401,0.07,0.056,,1.313
,,,,,,,0.188,,2019,,,,,Niger,114.0,4.628,0.138,0.366,0.318,0.188,0.102,,0.774
,,,,,,,0.177,,2019,,,,,Burkina Faso,115.0,4.587,0.331,0.38,0.255,0.177,0.113,,1.056
,,,,,,,0.095,,2019,,,,,Armenia,116.0,4.559,0.85,0.815,0.283,0.095,0.064,,1.055
